Tempo PWM Esq Dir
27712 -100 -339 -481
27734 -100 -354 -496
27755 -100 -370 -511
27776 -100 -384 -525
27797 -100 -399 -540
27819 -100 -414 -554
27840 -100 -430 -569
27862 -100 -445 -584
27883 -100 -460 -599
27904 -100 -474 -613
27925 -100 -489 -627
27947 -100 -505 -642
27968 -100 -520 -657
27990 -100 -535 -672
28011 -100 -550 -686
28032 -100 -565 -701
28053 -100 -580 -715
28075 -100 -595 -730
28096 -100 -610 -745
28118 -100 -625 -760
28139 -100 -641 -775
28160 -100 -655 -789
28181 -100 -670 -804
28203 -100 -686 -819
28224 -100 -701 -834
28246 -100 -716 -849
28267 -100 -731 -864
28288 -100 -746 -878
28309 -100 -761 -893
28331 -100 -776 -908
28352 -100 -791 -923
28374 -100 -807 -938
28395 -100 -822 -953
28416 -100 -836 -967
28437 -100 -851 -982
28459 -100 -867 -997
28480 -100 -882 -1012
28502 -100 -897 -1027
28523 -100 -912 -1042
28544 -100 -927 -1056
28565 -100 -942 -1071
28587 -100 -957 -1086
28608 -100 -973 -1101
28630 -100 -988 -1116
28651 -100 -1003 -1131
28672 -100 -1018 -1145
28693 -100 -1033 -1160
28715 -100 -1048 -1174
28736 -100 -1063 -1189
28758 -100 -1079 -1205
28779 -100 -1094 -1221
28800 -100 -1109 -1238
28821 -100 -1126 -1254
28843 -100 -1143 -1271
28864 -100 -1160 -1287
28886 -100 -1177 -1304
28909 -100 -1194 -1321
28933 -100 -1211 -1337
28957 -100 -1228 -1354
28981 -100 -1245 -1370
29004 -100 -1262 -1387
29029 -100 -1279 -1404
29052 -100 -1296 -1420
29076 -100 -1313 -1437
29101 -100 -1330 -1454
29124 -100 -1347 -1470
29148 -100 -1364 -1487
29172 -100 -1381 -1504
29196 -100 -1398 -1520
29219 -100 -1415 -1537
29244 -100 -1432 -1554
29267 -100 -1449 -1570
29292 -100 -1466 -1587
29316 -100 -1483 -1604
29339 -100 -1500 -1621
29364 -100 -1517 -1637
29387 -100 -1534 -1654
29411 -100 -1551 -1670
29435 -100 -1568 -1687
29459 -100 -1585 -1703
29483 -100 -1602 -1720
29507 -100 -1618 -1736
29531 -100 -1635 -1753
29555 -100 -1652 -1769
29579 -100 -1669 -1786
29602 -100 -1686 -1802
29627 -100 -1703 -1819
29650 -100 -1720 -1835
29674 -100 -1737 -1852
29699 -100 -1754 -1869
29722 -100 -1771 -1885
29746 -100 -1788 -1902
29770 -100 -1806 -1918
29794 -100 -1822 -1935
29817 -100 -1839 -1952
29842 -100 -1856 -1968
29865 -100 -1873 -1985
29890 -100 -1891 -2002
29914 -100 -1907 -2018
29937 -100 -1925 -2035
29962 -100 -1942 -2052
29985 -100 -1959 -2068
30009 -100 -1975 -2085
30033 -100 -1992 -2102
30057 100 -1996 -2100
30080 100 -1993 -2097
30103 100 -1986 -2089
30126 100 -1977 -2079
30148 100 -1966 -2067
30172 100 -1953 -2054
30194 100 -1940 -2040
30217 100 -1925 -2026
30240 100 -1910 -2011
30263 100 -1895 -1996
30286 100 -1880 -1981
30309 100 -1864 -1965
30331 100 -1848 -1949
30355 100 -1832 -1934
30377 100 -1816 -1918
30400 100 -1800 -1902
30424 100 -1783 -1887
30446 100 -1767 -1871
30469 100 -1751 -1855
30492 100 -1734 -1839
30515 100 -1718 -1823
30537 100 -1702 -1808
30561 100 -1685 -1792
30583 100 -1669 -1776
30606 100 -1653 -1760
30629 100 -1636 -1745
30652 100 -1620 -1729
30674 100 -1603 -1713
30698 100 -1587 -1698
30721 100 -1571 -1682
30743 100 -1554 -1667
30767 100 -1538 -1651
30789 100 -1522 -1636
30812 100 -1505 -1620
30835 100 -1489 -1605
30858 100 -1473 -1589
30880 100 -1456 -1574
30904 100 -1440 -1558
30926 100 -1423 -1542
30949 100 -1407 -1527
30972 100 -1391 -1511
30995 100 -1374 -1495
31019 100 -1358 -1479
31041 100 -1342 -1464
31064 100 -1325 -1448
31087 100 -1309 -1432
31110 100 -1293 -1416
31132 100 -1276 -1400
31156 100 -1260 -1384
31178 100 -1243 -1368
31201 100 -1227 -1353
31224 100 -1211 -1337
31247 100 -1194 -1321
31269 100 -1178 -1305
31293 100 -1161 -1289
31315 100 -1145 -1273
31338 100 -1129 -1257
31362 100 -1112 -1242
31384 100 -1096 -1226
31407 100 -1080 -1210
31430 100 -1063 -1194
31453 100 -1047 -1179
31475 100 -1030 -1163
31499 100 -1014 -1147
31521 100 -998 -1132
31543 100 -982 -1117
31565 100 -966 -1103
31587 100 -951 -1088
31608 100 -935 -1073
31631 100 -920 -1058
31652 100 -904 -1044
31674 100 -888 -1029
31696 100 -873 -1014
31718 100 -857 -999
31739 100 -842 -985
31760 100 -827 -971
31781 100 -812 -956
31802 100 -798 -942
31823 100 -783 -928
31844 100 -768 -913
31865 100 -753 -899
31886 100 -738 -884
31907 100 -723 -870
31928 100 -708 -856
31949 100 -693 -841
31970 100 -678 -827
31991 100 -664 -812
32012 100 -649 -798
32033 100 -634 -783
32054 100 -619 -769
32075 100 -604 -754
32096 100 -589 -740
32117 100 -574 -726
32138 100 -559 -711
32159 100 -544 -697
32180 100 -529 -683
32201 100 -515 -668
32222 100 -500 -654
32243 100 -485 -640
32264 100 -470 -625
32285 100 -455 -611
32306 100 -440 -597
32327 100 -425 -583
32348 100 -410 -568
32369 100 -395 -554
32390 100 -380 -540
32411 100 -366 -526
32432 100 -351 -512
32453 100 -336 -498
32474 100 -321 -484
32495 100 -306 -470
32516 100 -291 -456
32537 100 -276 -441
32558 100 -261 -427
32579 100 -246 -413
32600 100 -232 -399
32621 100 -217 -384
32642 100 -202 -370
32663 100 -187 -356
32684 100 -172 -341
32705 100 -157 -327
32726 100 -142 -313
32747 100 -127 -298
